Name,Device ID,Scheduled Time,Issued Time,Response Time,Duration (minutes),Location,[5_SAQ] Currently I don't feel entangled in my thoughts.,[7_SAQ] At the moment I feel determined to stick to my current task until it's complete.,[8_SAQ] Any feelings of inadequacy I experience right now are shared by most people.,[13_SAQ] Right now I don't feel confident in my ability to effectively accomplish my current task.,[9_SAQ] Right now I am giving myself the caring and tenderness I need towards my negative feelings.,[10_SAQ] Right now I believe I can succeed in my current task if I set my mind to it.,[11_SAQ] I am currently struggling with my thoughts.,[14_SAQ] At the moment I don't feel committed to my current task as much as I think I should.
User #26041,1d9fafc91b356144,2020-04-14 14:00:47 CEST,2020-04-14 14:30:47 CEST,2020-04-14 14:35:16 CEST,2069.095,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither
User #26041,1d9fafc91b356144,2020-04-14 20:31:15 CEST,2020-04-14 21:16:17 CEST,2020-04-14 21:19:44 CEST,2908.398,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26041,1d9fafc91b356144,2020-04-15 09:01:50 CEST,2020-04-15 09:46:51 CEST,2020-04-15 10:31:50 CEST,Expired,Unknown,,,,,,,,
User #26041,1d9fafc91b356144,2020-04-15 15:04:02 CEST,2020-04-15 15:19:02 CEST,2020-04-15 15:19:59 CEST,957.865,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26041,1d9fafc91b356144,2020-04-15 21:16:01 CEST,2020-04-15 21:16:01 CEST,2020-04-15 21:17:33 CEST,91.723,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26041,1d9fafc91b356144,2020-04-16 09:50:02 CEST,2020-04-16 10:35:02 CEST,2020-04-16 10:38:44 CEST,2922.697,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26041,1d9fafc91b356144,2020-04-16 15:11:08 CEST,2020-04-16 16:11:09 CEST,2020-04-16 16:41:08 CEST,Expired,Unknown,,,,,,,,
User #26041,1d9fafc91b356144,2020-04-16 20:07:45 CEST,2020-04-16 20:07:45 CEST,2020-04-16 20:08:59 CEST,74.12,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26041,1d9fafc91b356144,2020-04-17 09:20:19 CEST,2020-04-17 09:50:20 CEST,2020-04-17 10:00:37 CEST,2418.209,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26041,1d9fafc91b356144,2020-04-17 14:32:44 CEST,2020-04-17 14:32:44 CEST,2020-04-17 14:45:03 CEST,738.656,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26041,1d9fafc91b356144,2020-04-17 21:27:12 CEST,2020-04-17 21:57:13 CEST,2020-04-17 21:57:52 CEST,1839.418,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26041,1d9fafc91b356144,2020-04-18 10:01:10 CEST,2020-04-18 10:01:10 CEST,2020-04-18 10:01:56 CEST,46.534,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26041,1d9fafc91b356144,2020-04-18 14:30:56 CEST,2020-04-18 14:30:57 CEST,2020-04-18 14:31:33 CEST,37.251,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 3) Neither
User #26041,1d9fafc91b356144,2020-04-18 21:02:20 CEST,2020-04-18 21:02:21 CEST,2020-04-18 21:03:05 CEST,45.055,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither
User #26041,1d9fafc91b356144,2020-04-19 09:18:13 CEST,2020-04-19 09:18:13 CEST,2020-04-19 10:43:09 CEST,5095.813,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26041,1d9fafc91b356144,2020-04-19 14:10:28 CEST,2020-04-19 15:10:30 CEST,2020-04-19 15:40:28 CEST,Expired,Unknown,,,,,,,,
User #26041,1d9fafc91b356144,2020-04-19 21:04:27 CEST,2020-04-19 21:04:27 CEST,2020-04-19 21:05:21 CEST,53.279,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26041,1d9fafc91b356144,2020-04-20 09:03:51 CEST,2020-04-20 09:03:52 CEST,2020-04-20 09:06:17 CEST,145.929,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-13 09:09:17 CEST,2020-04-13 09:09:17 CEST,2020-04-13 09:11:43 CEST,145.851,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-13 15:12:11 CEST,2020-04-13 15:12:11 CEST,2020-04-13 15:34:09 CEST,1317.876,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-13 20:42:21 CEST,2020-04-13 20:42:21 CEST,2020-04-13 20:58:13 CEST,952.046,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-14 09:50:03 CEST,2020-04-14 09:50:03 CEST,2020-04-14 10:28:45 CEST,2322.486,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-14 14:04:35 CEST,2020-04-14 14:04:35 CEST,2020-04-14 15:17:49 CEST,4394.272,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-14 11:03:23 CEST,2020-04-14 15:16:57 CEST,2020-04-14 16:46:57 CEST,Expired,Unknown,,,,,,,,
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-14 21:17:10 CEST,2020-04-14 21:17:10 CEST,2020-04-14 21:36:46 CEST,1176.243,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-15 09:29:22 CEST,2020-04-15 09:29:22 CEST,2020-04-15 09:50:58 CEST,1296.151,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-15 14:28:27 CEST,2020-04-15 14:28:27 CEST,2020-04-15 14:41:07 CEST,760.192,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-15 20:16:52 CEST,2020-04-15 20:16:52 CEST,2020-04-15 21:13:43 CEST,3410.728,Unknown,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-16 10:16:22 CEST,2020-04-16 10:16:22 CEST,2020-04-16 11:46:22 CEST,Expired,Unknown,,,,,,,,
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-16 14:51:27 CEST,2020-04-16 14:51:27 CEST,2020-04-16 14:52:53 CEST,86.188,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-16 20:14:23 CEST,2020-04-16 20:14:23 CEST,2020-04-16 20:42:15 CEST,1672.143,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 3) Neither
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-17 09:25:02 CEST,2020-04-17 09:25:02 CEST,2020-04-17 10:28:35 CEST,3813.202,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-17 14:25:47 CEST,2020-04-17 14:25:47 CEST,2020-04-17 14:27:18 CEST,90.522,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-17 20:29:12 CEST,2020-04-17 20:29:12 CEST,2020-04-17 21:45:50 CEST,4598.123,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-18 09:26:08 CEST,2020-04-18 09:26:08 CEST,2020-04-18 10:37:03 CEST,4255.215,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-18 14:40:31 CEST,2020-04-18 14:40:31 CEST,2020-04-18 15:09:57 CEST,1766.451,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-18 20:44:17 CEST,2020-04-18 20:44:17 CEST,2020-04-18 20:45:02 CEST,44.678,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-19 09:06:11 CEST,2020-04-19 09:06:11 CEST,2020-04-19 10:25:26 CEST,4755.463,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-19 14:47:07 CEST,2020-04-19 14:47:07 CEST,2020-04-19 15:53:14 CEST,3967.498,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-19 20:02:18 CEST,2020-04-19 20:02:18 CEST,2020-04-19 21:28:55 CEST,5197.168,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26045,CF861899B19C40D482AD3A91C5A718B8,2020-04-20 10:12:17 CEST,2020-04-20 10:12:17 CEST,2020-04-20 10:29:09 CEST,1011.845,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-23 09:55:21 CEST,2020-04-23 09:55:21 CEST,2020-04-23 11:12:40 CEST,4639.193,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-23 14:53:47 CEST,2020-04-23 14:53:47 CEST,2020-04-23 15:15:36 CEST,1308.759,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-23 20:36:52 CEST,2020-04-23 20:36:52 CEST,2020-04-23 20:55:15 CEST,1103.486,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-24 09:27:35 CEST,2020-04-24 09:27:35 CEST,2020-04-24 09:37:40 CEST,605.61,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-24 15:25:07 CEST,2020-04-24 15:25:07 CEST,2020-04-24 16:30:11 CEST,3904.471,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-24 20:23:41 CEST,2020-04-24 20:23:41 CEST,2020-04-24 21:53:41 CEST,Expired,Unknown,,,,,,,,
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-25 09:45:33 CEST,2020-04-25 09:45:33 CEST,2020-04-25 09:48:45 CEST,192.41,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-25 15:07:34 CEST,2020-04-25 15:07:34 CEST,2020-04-25 15:08:38 CEST,63.217,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-25 20:07:03 CEST,2020-04-25 20:07:03 CEST,2020-04-25 21:37:03 CEST,Expired,Unknown,(ID 2) Disagree,(ID 4) Agree,,,,,,
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-26 09:15:32 CEST,2020-04-26 09:15:32 CEST,2020-04-26 10:45:32 CEST,Expired,Unknown,,,,,,,,
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-26 15:04:32 CEST,2020-04-26 15:04:32 CEST,2020-04-26 16:21:12 CEST,4600.27,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-26 20:44:02 CEST,2020-04-26 20:44:02 CEST,2020-04-26 20:45:16 CEST,74.317,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-27 10:05:48 CEST,2020-04-27 10:05:48 CEST,2020-04-27 11:35:48 CEST,Expired,Unknown,,,,,,,,
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-27 15:06:56 CEST,2020-04-27 15:06:56 CEST,2020-04-27 15:09:01 CEST,125.317,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-27 20:11:24 CEST,2020-04-27 20:11:24 CEST,2020-04-27 20:12:12 CEST,48.175,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-28 10:26:27 CEST,2020-04-28 10:26:27 CEST,2020-04-28 10:32:26 CEST,359.613,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-28 15:24:59 CEST,2020-04-28 15:24:59 CEST,2020-04-28 15:38:20 CEST,800.731,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-28 21:21:21 CEST,2020-04-28 21:21:21 CEST,2020-04-28 21:51:54 CEST,1833.107,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-29 09:24:03 CEST,2020-04-29 09:24:03 CEST,2020-04-29 10:31:02 CEST,4019.235,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-29 14:17:47 CEST,2020-04-29 14:17:47 CEST,2020-04-29 14:19:43 CEST,116.238,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-29 20:03:59 CEST,2020-04-29 20:03:59 CEST,2020-04-29 21:04:44 CEST,3645.556,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26048,671AE8F122594E649D67DF7BB2149F81,2020-04-30 09:18:05 CEST,2020-04-30 09:18:05 CEST,2020-04-30 10:18:37 CEST,3632.429,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26050,1caf64465670cea1,2020-04-13 10:06:51 CEST,2020-04-13 10:06:51 CEST,2020-04-13 10:22:56 CEST,965.188,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26050,1caf64465670cea1,2020-04-13 15:14:28 CEST,2020-04-13 15:59:29 CEST,2020-04-13 16:09:02 CEST,3273.645,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree
User #26050,1caf64465670cea1,2020-04-13 20:57:57 CEST,2020-04-13 21:12:57 CEST,2020-04-13 21:15:21 CEST,1043.651,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26050,1caf64465670cea1,2020-04-14 10:21:09 CEST,2020-04-14 10:36:09 CEST,2020-04-14 10:39:07 CEST,1077.993,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree
User #26050,1caf64465670cea1,2020-04-14 11:03:23 CEST,2020-04-14 13:05:01 CEST,2020-04-14 12:33:23 CEST,Expired,Unknown,,,,,,,,
User #26050,1caf64465670cea1,2020-04-14 14:13:06 CEST,2020-04-14 14:13:06 CEST,2020-04-14 14:24:27 CEST,681.551,Unknown,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree
User #26050,1caf64465670cea1,2020-04-14 21:05:04 CEST,2020-04-14 21:50:04 CEST,2020-04-14 22:07:52 CEST,3768.149,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26050,1caf64465670cea1,2020-04-15 09:35:52 CEST,2020-04-15 09:35:53 CEST,2020-04-15 09:52:28 CEST,995.019,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26050,1caf64465670cea1,2020-04-15 15:15:50 CEST,2020-04-15 15:15:50 CEST,2020-04-15 15:20:15 CEST,265.271,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26050,1caf64465670cea1,2020-04-15 20:29:05 CEST,2020-04-15 20:29:05 CEST,2020-04-15 20:33:04 CEST,239.838,Unknown,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither
User #26050,1caf64465670cea1,2020-04-16 09:56:20 CEST,2020-04-16 09:56:20 CEST,2020-04-16 10:04:03 CEST,462.912,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26050,1caf64465670cea1,2020-04-16 15:22:58 CEST,2020-04-16 15:22:59 CEST,2020-04-16 15:38:12 CEST,913.572,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree
User #26050,1caf64465670cea1,2020-04-16 21:01:53 CEST,2020-04-16 21:01:53 CEST,2020-04-16 21:02:39 CEST,46.144,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26050,1caf64465670cea1,2020-04-17 09:48:05 CEST,2020-04-17 10:03:06 CEST,2020-04-17 10:13:17 CEST,1511.873,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26050,1caf64465670cea1,2020-04-17 14:48:38 CEST,2020-04-17 14:48:38 CEST,2020-04-17 14:54:14 CEST,336.218,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree
User #26050,1caf64465670cea1,2020-04-17 20:21:39 CEST,2020-04-17 21:06:39 CEST,2020-04-17 21:51:39 CEST,Expired,Unknown,,,,,,,,
User #26050,1caf64465670cea1,2020-04-18 09:03:42 CEST,2020-04-18 09:03:43 CEST,2020-04-18 09:04:31 CEST,48.639,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 2) Disagree
User #26050,1caf64465670cea1,2020-04-18 15:00:48 CEST,2020-04-18 16:00:48 CEST,2020-04-18 16:30:48 CEST,Expired,Unknown,,,,,,,,
User #26050,1caf64465670cea1,2020-04-18 20:17:57 CEST,2020-04-18 20:17:58 CEST,2020-04-18 20:38:24 CEST,1226.12,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree
User #26050,1caf64465670cea1,2020-04-19 09:57:50 CEST,2020-04-19 09:57:50 CEST,2020-04-19 10:08:23 CEST,633.163,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree
User #26050,1caf64465670cea1,2020-04-19 14:09:46 CEST,2020-04-19 14:09:46 CEST,2020-04-19 14:26:47 CEST,1021.924,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26050,1caf64465670cea1,2020-04-19 21:01:35 CEST,2020-04-19 21:01:36 CEST,2020-04-19 21:04:48 CEST,192.183,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26050,1caf64465670cea1,2020-04-20 09:27:33 CEST,2020-04-20 09:27:34 CEST,2020-04-20 09:28:39 CEST,66.57,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
